"Country or Area","Subgroup","Year","Source","Unit","Value","Value Footnotes"
"Sao Tome and Principe","Male","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","61",""
"Sao Tome and Principe","Male","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","60",""
"Saudi Arabia","Female","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","74",""
"Saudi Arabia","Female","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","73",""
"Saudi Arabia","Female","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","71",""
"Saudi Arabia","Female","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","68",""
"Saudi Arabia","Male","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","70",""
"Saudi Arabia","Male","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","69",""
"Saudi Arabia","Male","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","67",""
"Saudi Arabia","Male","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","65",""
"Senegal","Female","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","64",""
"Senegal","Female","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","62",""
"Senegal","Female","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","60",""
"Senegal","Female","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","57",""
"Senegal","Male","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","60",""
"Senegal","Male","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","59",""
"Senegal","Male","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","57",""
"Senegal","Male","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","55",""
"Serbia","Female","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","76",""
"Serbia","Female","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","75",""
"Serbia","Female","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","74",""
"Serbia","Female","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","74",""
"Serbia","Male","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","71",""
"Serbia","Male","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","70",""
"Serbia","Male","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","69",""
"Serbia","Male","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","69",""
"Sierra Leone","Female","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","43",""
"Sierra Leone","Female","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","42",""
"Sierra Leone","Female","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","40",""
"Sierra Leone","Female","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","41",""
"Sierra Leone","Male","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","39",""
"Sierra Leone","Male","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","38",""
"Sierra Leone","Male","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","37",""
"Sierra Leone","Male","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","39",""
"Singapore","Female","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","81",""
"Singapore","Female","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","79",""
"Singapore","Female","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","78",""
"Singapore","Female","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","76",""
"Singapore","Male","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","77",""
"Singapore","Male","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","75",""
"Singapore","Male","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","74",""
"Singapore","Male","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","71",""
"Slovakia","Female","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","78",""
"Slovakia","Female","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","77",""
"Slovakia","Female","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","76",""
"Slovakia","Female","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","75",""
"Slovakia","Male","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","70",""
"Slovakia","Male","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","69",""
"Slovakia","Male","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","68",""
"Slovakia","Male","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","67",""
"Slovenia","Female","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","80",""
"Slovenia","Female","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","79",""
"Slovenia","Female","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","77",""
"Slovenia","Female","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","77",""
"Slovenia","Male","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","73",""
"Slovenia","Male","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","71",""
"Slovenia","Male","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","70",""
"Slovenia","Male","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","68",""
"Solomon Islands","Female","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","63",""
"Solomon Islands","Female","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","61",""
"Solomon Islands","Female","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","59",""
"Solomon Islands","Female","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","56",""
"Solomon Islands","Male","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","62",""
"Solomon Islands","Male","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","60",""
"Solomon Islands","Male","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","58",""
"Solomon Islands","Male","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","56",""
"Somalia","Female","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","47",""
"Somalia","Female","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","45",""
"Somalia","Female","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","41",""
"Somalia","Female","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","46",""
"Somalia","Male","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","45",""
"Somalia","Male","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","43",""
"Somalia","Male","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","38",""
"Somalia","Male","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","43",""
"South Africa","Female","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","56",""
"South Africa","Female","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","64",""
"South Africa","Female","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","66",""
"South Africa","Female","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","65",""
"South Africa","Male","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","51",""
"South Africa","Male","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","57",""
"South Africa","Male","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","58",""
"South Africa","Male","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","57",""
"Spain","Female","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","83",""
"Spain","Female","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","82",""
"Spain","Female","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","81",""
"Spain","Female","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","80",""
"Spain","Male","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","77",""
"Spain","Male","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","75",""
"Spain","Male","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","74",""
"Spain","Male","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","73",""
"Sri Lanka","Female","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","75",""
"Sri Lanka","Female","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","74",""
"Sri Lanka","Female","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","74",""
"Sri Lanka","Female","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","73",""
"Sri Lanka","Male","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","67",""
"Sri Lanka","Male","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","67",""
"Sri Lanka","Male","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","68",""
"Sri Lanka","Male","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","66",""
"St Vincent and the Grenadines","Female","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","73",""
"St Vincent and the Grenadines","Female","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","73",""
"St Vincent and the Grenadines","Female","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","72",""
"St Vincent and the Grenadines","Female","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","71",""
"St Vincent and the Grenadines","Male","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","68",""
"St Vincent and the Grenadines","Male","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","68",""
"St Vincent and the Grenadines","Male","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","67",""
"St Vincent and the Grenadines","Male","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","66",""
"Sudan","Female","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","58",""
"Sudan","Female","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","57",""
"Sudan","Female","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","55",""
"Sudan","Female","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","53",""
"Sudan","Male","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","55",""
"Sudan","Male","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","54",""
"Sudan","Male","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","52",""
"Sudan","Male","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","50",""
"Suriname","Female","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","72",""
"Suriname","Female","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","72",""
"Suriname","Female","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","71",""
"Suriname","Female","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","71",""
"Suriname","Male","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","66",""
"Suriname","Male","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","66",""
"Suriname","Male","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","66",""
"Suriname","Male","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","66",""
"Swaziland","Female","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","45",""
"Swaziland","Female","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","57",""
"Swaziland","Female","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","61",""
"Swaziland","Female","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","60",""
"Swaziland","Male","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","43",""
"Swaziland","Male","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","52",""
"Swaziland","Male","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","56",""
"Swaziland","Male","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","56",""
"Sweden","Female","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","82",""
"Sweden","Female","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","82",""
"Sweden","Female","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","81",""
"Sweden","Female","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","80",""
"Sweden","Male","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","78",""
"Sweden","Male","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","77",""
"Sweden","Male","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","75",""
"Sweden","Male","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","74",""
"Switzerland","Female","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","83",""
"Switzerland","Female","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","82",""
"Switzerland","Female","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","81",""
"Switzerland","Female","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","81",""
"Switzerland","Male","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","78",""
"Switzerland","Male","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","76",""
"Switzerland","Male","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","75",""
"Switzerland","Male","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","74",""
"Syria","Female","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","75",""
"Syria","Female","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","73",""
"Syria","Female","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","71",""
"Syria","Female","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","69",""
"Syria","Male","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","71",""
"Syria","Male","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","70",""
"Syria","Male","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","68",""
"Syria","Male","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","65",""
"Tajikistan","Female","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","69",""
"Tajikistan","Female","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","67",""
"Tajikistan","Female","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","66",""
"Tajikistan","Female","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","66",""
"Tajikistan","Male","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","63",""
"Tajikistan","Male","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","62",""
"Tajikistan","Male","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","61",""
"Tajikistan","Male","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","61",""
"Tanzania","Female","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","51",""
"Tanzania","Female","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","50",""
"Tanzania","Female","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","52",""
"Tanzania","Female","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","53",""
"Tanzania","Male","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","49",""
"Tanzania","Male","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","47",""
"Tanzania","Male","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","49",""
"Tanzania","Male","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","50",""
"Thailand","Female","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","74",""
"Thailand","Female","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","73",""
"Thailand","Female","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","71",""
"Thailand","Female","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","70",""
"Thailand","Male","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","64",""
"Thailand","Male","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","63",""
"Thailand","Male","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","64",""
"Thailand","Male","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","63",""
"Timor Leste","Female","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","59",""
"Timor Leste","Female","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","55",""
"Timor Leste","Female","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","50",""
"Timor Leste","Female","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","44",""
"Timor Leste","Male","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","58",""
"Timor Leste","Male","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","54",""
"Timor Leste","Male","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","48",""
"Timor Leste","Male","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","43",""
"Togo","Female","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","60",""
"Togo","Female","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","61",""
"Togo","Female","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","60",""
"Togo","Female","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","59",""
"Togo","Male","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","56",""
"Togo","Male","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","56",""
"Togo","Male","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","56",""
"Togo","Male","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","55",""
"Tonga","Female","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","73",""
"Tonga","Female","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","72",""
"Tonga","Female","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","71",""
"Tonga","Female","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","71",""
"Tonga","Male","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","71",""
"Tonga","Male","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","70",""
"Tonga","Male","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","69",""
"Tonga","Male","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","68",""
"Trinidad and Tobago","Female","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","71",""
"Trinidad and Tobago","Female","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","72",""
"Trinidad and Tobago","Female","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","73",""
"Trinidad and Tobago","Female","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","72",""
"Trinidad and Tobago","Male","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","67",""
"Trinidad and Tobago","Male","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","67",""
"Trinidad and Tobago","Male","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","68",""
"Trinidad and Tobago","Male","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","67",""
"Tunisia","Female","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","75",""
"Tunisia","Female","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","74",""
"Tunisia","Female","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","72",""
"Tunisia","Female","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","69",""
"Tunisia","Male","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","71",""
"Tunisia","Male","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","70",""
"Tunisia","Male","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","68",""
"Tunisia","Male","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","65",""
"Turkey","Female","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","73",""
"Turkey","Female","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","71",""
"Turkey","Female","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","69",""
"Turkey","Female","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","65",""
"Turkey","Male","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","69",""
"Turkey","Male","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","67",""
"Turkey","Male","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","64",""
"Turkey","Male","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","61",""
"Turkmenistan","Female","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","67",""
"Turkmenistan","Female","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","67",""
"Turkmenistan","Female","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","68",""
"Turkmenistan","Female","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","66",""
"Turkmenistan","Male","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","58",""
"Turkmenistan","Male","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","59",""
"Turkmenistan","Male","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","59",""
"Turkmenistan","Male","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","59",""
"Uganda","Female","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","48",""
"Uganda","Female","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","46",""
"Uganda","Female","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","51",""
"Uganda","Female","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","53",""
"Uganda","Male","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","47",""
"Uganda","Male","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","44",""
"Uganda","Male","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","47",""
"Uganda","Male","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","50",""
"Ukraine","Female","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","73",""
"Ukraine","Female","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","73",""
"Ukraine","Female","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","74",""
"Ukraine","Female","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","74",""
"Ukraine","Male","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","62",""
"Ukraine","Male","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","62",""
"Ukraine","Male","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","64",""
"Ukraine","Male","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","66",""
"United Arab Emirates","Female","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","80",""
"United Arab Emirates","Female","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","79",""
"United Arab Emirates","Female","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","76",""
"United Arab Emirates","Female","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","74",""
"United Arab Emirates","Male","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","76",""
"United Arab Emirates","Male","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","75",""
"United Arab Emirates","Male","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","72",""
"United Arab Emirates","Male","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","70",""
"United Kingdom","Female","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","81",""
"United Kingdom","Female","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","80",""
"United Kingdom","Female","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","79",""
"United Kingdom","Female","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","78",""
"United Kingdom","Male","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","76",""
"United Kingdom","Male","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","75",""
"United Kingdom","Male","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","74",""
"United Kingdom","Male","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","72",""
"United States of America","Female","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","80",""
"United States of America","Female","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","79",""
"United States of America","Female","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","79",""
"United States of America","Female","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","78",""
"United States of America","Male","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","75",""
"United States of America","Male","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","74",""
"United States of America","Male","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","72",""
"United States of America","Male","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","72",""
"United States Virgin Islands","Female","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","83",""
"United States Virgin Islands","Female","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","81",""
"United States Virgin Islands","Female","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","80",""
"United States Virgin Islands","Female","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","78",""
"United States Virgin Islands","Male","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","75",""
"United States Virgin Islands","Male","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","73",""
"United States Virgin Islands","Male","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","72",""
"United States Virgin Islands","Male","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","70",""
"Uruguay","Female","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","79",""
"Uruguay","Female","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","78",""
"Uruguay","Female","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","77",""
"Uruguay","Female","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","76",""
"Uruguay","Male","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","72",""
"Uruguay","Male","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","70",""
"Uruguay","Male","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","69",""
"Uruguay","Male","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","69",""
"Uzbekistan","Female","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","70",""
"Uzbekistan","Female","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","70",""
"Uzbekistan","Female","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","69",""
"Uzbekistan","Female","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","70",""
"Uzbekistan","Male","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","63",""
"Uzbekistan","Male","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","63",""
"Uzbekistan","Male","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","63",""
"Uzbekistan","Male","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","64",""
"Vanuatu","Female","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","70",""
"Vanuatu","Female","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","68",""
